graph, omega, integrated_populations, integrated_coherences, final_sink_pop, time, t2_population 
isomorphic_graphs/28.mtx, 0.0, 57.212844001553066, 90.81818357947859, 0.9987180951387983, 0, 0.9999999999999948
isomorphic_graphs/28.mtx, 0.01, 29.86614096736946, 33.20342330306575, 0.9999999999995542, 1608.642578125, 0.9999999999999949
isomorphic_graphs/28.mtx, 0.02, 28.482333205197953, 25.130684517393863, 0.9999999999999977, 1011.1083984375, 0.9999999999999977
isomorphic_graphs/28.mtx, 0.03, 27.858138342299448, 20.72998109872218, 1.000000000000001, 828.125, 1.000000000000001
isomorphic_graphs/28.mtx, 0.04, 27.498371392585423, 17.837934772306454, 0.9999999999999929, 746.09375, 0.9999999999999929
isomorphic_graphs/28.mtx, 0.05, 27.266114566001022, 15.727273284032519, 1.0000000000000009, 700.8056640625, 1.0000000000000009
isomorphic_graphs/28.mtx, 0.06, 27.102584133318523, 14.115267530486168, 0.9999999999999978, 672.2412109375, 0.9999999999999978
isomorphic_graphs/28.mtx, 0.07, 26.976956987101875, 12.841948874893308, 0.9999999999999992, 652.7099609375, 0.9999999999999992
isomorphic_graphs/28.mtx, 0.08, 26.871229841351074, 11.796754049420674, 0.9999999999999972, 638.3056640625, 0.9999999999999972
isomorphic_graphs/28.mtx, 0.09, 26.774286795701133, 10.919399790218232, 0.9999999999999982, 627.0751953125, 0.9999999999999982
isomorphic_graphs/28.mtx, 0.1, 26.679137021696267, 10.166511644774747, 0.9999999999999997, 618.0419921875, 0.9999999999999997
isomorphic_graphs/28.mtx, 0.11, 26.581445147222336, 9.50913108249055, 0.9999999999999952, 610.3515625, 0.9999999999999952
isomorphic_graphs/28.mtx, 0.12, 26.478659329276685, 8.927643229277539, 0.9999999999999988, 603.6376953125, 0.9999999999999988
isomorphic_graphs/28.mtx, 0.13, 26.369447478978, 8.408784208959236, 0.9999999999999959, 597.5341796875, 0.9999999999999959
isomorphic_graphs/28.mtx, 0.14, 26.25330983024694, 7.940851058351125, 0.9999999999999974, 591.9189453125, 0.9999999999999974
isomorphic_graphs/28.mtx, 0.15, 26.130302875687963, 7.514911319052976, 0.9999999999999981, 586.669921875, 0.9999999999999981
isomorphic_graphs/28.mtx, 0.16, 26.00083970908703, 7.124697947111785, 1.000000000000009, 581.6650390625, 1.000000000000009
isomorphic_graphs/28.mtx, 0.17, 25.8655459178241, 6.763911245915059, 1.0000000000000075, 576.904296875, 1.0000000000000075
isomorphic_graphs/28.mtx, 0.18, 25.725157149108867, 6.428154488061537, 0.9999999999999998, 572.1435546875, 0.9999999999999998
isomorphic_graphs/28.mtx, 0.19, 25.580448229017836, 6.114185386760532, 1.0000000000000075, 567.626953125, 1.0000000000000075
isomorphic_graphs/28.mtx, 0.2, 25.432186007718354, 5.819631684725833, 0.9999999999999994, 563.1103515625, 0.9999999999999994
isomorphic_graphs/28.mtx, 0.21, 25.281099726379814, 5.542558320493103, 0.9999999999999978, 558.7158203125, 0.9999999999999978
isomorphic_graphs/28.mtx, 0.22, 25.12786398577553, 5.281438632141247, 1.0000000000000047, 554.443359375, 1.0000000000000047
isomorphic_graphs/28.mtx, 0.23, 24.973090472941823, 5.034930241298706, 0.9999999999999992, 550.1708984375, 0.9999999999999992
