graph, omega, integrated_populations, integrated_coherences, final_sink_pop, time, t2_population 
isomorphic_graphs/32.mtx, 0.0, 1002.6250000652853, 2068.227251062726, 0.4999999999999046, 177.734375, 0.9999999999998749
isomorphic_graphs/32.mtx, 0.01, 32.29580486370083, 40.756171995366564, 1.0000000000000249, 1171.0205078125, 1.0000000000000249
isomorphic_graphs/32.mtx, 0.02, 20.711419484221665, 23.090857194462902, 0.9999999999999634, 663.9404296875, 0.9999999999999634
isomorphic_graphs/32.mtx, 0.03, 16.917695316389192, 16.81242054912773, 0.9999999999999388, 497.0703125, 0.9999999999999388
isomorphic_graphs/32.mtx, 0.04, 15.087249239989035, 13.508543844075891, 1.0000000000000069, 416.748046875, 1.0000000000000069
isomorphic_graphs/32.mtx, 0.05, 14.04871586532348, 11.43501301894412, 0.9999999999999879, 371.2158203125, 0.9999999999999879
isomorphic_graphs/32.mtx, 0.06, 13.409112949355624, 9.99421281966671, 0.9999999999999815, 342.8955078125, 0.9999999999999815
isomorphic_graphs/32.mtx, 0.07, 12.998813149857568, 8.926485290790357, 1.0000000000000762, 324.3408203125, 1.0000000000000762
isomorphic_graphs/32.mtx, 0.08, 12.732389623206377, 8.09529570628306, 0.9999999999999595, 311.767578125, 0.9999999999999595
isomorphic_graphs/32.mtx, 0.09, 12.562062606363291, 7.4279185092352416, 1.000000000000043, 302.978515625, 1.000000000000043
isomorphic_graphs/32.mtx, 0.1, 12.458996782850862, 6.875357702886843, 1.0000000000000042, 296.9970703125, 1.0000000000000042
isomorphic_graphs/32.mtx, 0.11, 12.404756375556088, 6.409695269071924, 1.0000000000000047, 292.96875, 1.0000000000000047
isomorphic_graphs/32.mtx, 0.12, 12.38700712327334, 6.009416197724077, 1.0000000000000386, 290.1611328125, 1.0000000000000386
isomorphic_graphs/32.mtx, 0.13, 12.397186195978701, 5.662370973670033, 1.0000000000000813, 288.57421875, 1.0000000000000813
isomorphic_graphs/32.mtx, 0.14, 12.429160790450974, 5.357889737032384, 1.000000000000016, 287.59765625, 1.000000000000016
isomorphic_graphs/32.mtx, 0.15, 12.478417080264299, 5.087164104725037, 1.0000000000000122, 287.353515625, 1.0000000000000122
isomorphic_graphs/32.mtx, 0.16, 12.541549562080759, 4.844179629782144, 0.9999999999999964, 287.4755859375, 0.9999999999999964
isomorphic_graphs/32.mtx, 0.17, 12.615928529227483, 4.624155056470588, 0.9999999999999662, 288.0859375, 0.9999999999999662
isomorphic_graphs/32.mtx, 0.18, 12.699477373583779, 4.425264050393546, 1.0000000000000044, 288.9404296875, 1.0000000000000044
isomorphic_graphs/32.mtx, 0.19, 12.790519906627479, 4.242673462081768, 0.9999999999999817, 290.1611328125, 0.9999999999999817
isomorphic_graphs/32.mtx, 0.2, 12.887673623630869, 4.075092970787158, 0.9999999999999765, 291.3818359375, 0.9999999999999766
isomorphic_graphs/32.mtx, 0.21, 12.989773875272645, 3.9207018206375226, 1.0000000000000255, 292.96875, 1.0000000000000255
isomorphic_graphs/32.mtx, 0.22, 13.09581929161377, 3.7775673975256203, 0.9999999999999943, 294.5556640625, 0.9999999999999943
isomorphic_graphs/32.mtx, 0.23, 13.204932107218527, 3.6447443714867656, 0.9999999999999761, 296.2646484375, 0.9999999999999761
isomorphic_graphs/32.mtx, 0.24, 13.31632912108153, 3.5195960807827857, 1.0000000000000162, 298.095703125, 1.0000000000000162
isomorphic_graphs/32.mtx, 0.25, 13.429300372136138, 3.4006507282974674, 1.000000000000007, 299.9267578125, 1.000000000000007
isomorphic_graphs/32.mtx, 0.26, 13.543193499000015, 3.2870650730962394, 0.9999999999999734, 301.8798828125, 0.9999999999999735
isomorphic_graphs/32.mtx, 0.27, 13.657402347444956, 3.1782843163399086, 0.9999999999999802, 303.8330078125, 0.9999999999999802
