graph, omega, integrated_populations, integrated_coherences, final_sink_pop, time, t2_population 
isomorphic_graphs/18.mtx, 0.0, 17.527777808706205, 38.732425092137554, 0.9999999999999772, 1369.873046875, 0.9999999999999903
isomorphic_graphs/18.mtx, 0.01, 16.768663840356382, 26.056252346028202, 1.0000000000000122, 516.4794921875, 1.0000000000000122
isomorphic_graphs/18.mtx, 0.02, 15.922722463307363, 20.22423883116049, 0.9999999999999982, 410.7666015625, 0.9999999999999982
isomorphic_graphs/18.mtx, 0.03, 15.357382683850927, 16.740032247968507, 1.000000000000027, 370.2392578125, 1.000000000000027
isomorphic_graphs/18.mtx, 0.04, 14.970451672962941, 14.38074816898615, 0.9999999999999986, 347.0458984375, 0.9999999999999986
isomorphic_graphs/18.mtx, 0.05, 14.69765186694325, 12.652426698556138, 1.0000000000000138, 332.1533203125, 1.0000000000000138
isomorphic_graphs/18.mtx, 0.06, 14.500866972360244, 11.32174156680974, 0.9999999999999997, 321.77734375, 0.9999999999999997
isomorphic_graphs/18.mtx, 0.07, 14.356829414365704, 10.258098088137945, 0.9999999999999905, 314.453125, 0.9999999999999905
isomorphic_graphs/18.mtx, 0.08, 14.25092803650864, 9.385078805898182, 1.0000000000000033, 309.2041015625, 1.0000000000000033
isomorphic_graphs/18.mtx, 0.09, 14.173758922179774, 8.65814111325251, 1.0000000000000084, 305.17578125, 1.0000000000000084
isomorphic_graphs/18.mtx, 0.1, 14.119111730548145, 8.038706453246135, 0.9999999999999887, 302.24609375, 0.9999999999999887
isomorphic_graphs/18.mtx, 0.11, 14.082753976821472, 7.501886067285998, 1.0000000000000078, 300.048828125, 1.0000000000000078
isomorphic_graphs/18.mtx, 0.12, 14.061684379466762, 7.03165426913475, 0.9999999999999994, 298.4619140625, 0.9999999999999994
isomorphic_graphs/18.mtx, 0.13, 14.053672038983635, 6.6156643312591035, 0.9999999999999977, 297.2412109375, 0.9999999999999977
isomorphic_graphs/18.mtx, 0.14, 14.056972753575735, 6.245322040171798, 1.000000000000002, 296.38671875, 1.000000000000002
isomorphic_graphs/18.mtx, 0.15, 14.070155444395304, 5.912781123178057, 0.9999999999999979, 295.8984375, 0.9999999999999979
isomorphic_graphs/18.mtx, 0.16, 14.091996635466764, 5.610308066943741, 1.0000000000000073, 295.654296875, 1.0000000000000073
isomorphic_graphs/18.mtx, 0.17, 14.121416545404852, 5.333289390145366, 1.000000000000006, 295.5322265625, 1.000000000000006
isomorphic_graphs/18.mtx, 0.18, 14.157440287542325, 5.077763012772364, 0.9999999999999994, 295.654296875, 0.9999999999999994
isomorphic_graphs/18.mtx, 0.19, 14.199174015049357, 4.841164783167365, 0.9999999999999989, 295.8984375, 0.9999999999999989
isomorphic_graphs/18.mtx, 0.2, 14.245789859638094, 4.621224161150974, 0.9999999999999948, 296.2646484375, 0.9999999999999948
