graph, omega, integrated_populations, integrated_coherences, final_sink_pop, time, t2_population 
isomorphic_graphs/7.mtx, 0.0, 1339.47222217774, 1193.1794615617046, 0.33333333332609777, 1774.5361328125, 0.9999999999999902
isomorphic_graphs/7.mtx, 0.01, 70.77185551399106, 55.03918945732593, 0.9999999999966155, 1765.13671875, 1.0000000000000335
isomorphic_graphs/7.mtx, 0.02, 46.22919581279724, 33.42580733687062, 0.9999999999999613, 1070.556640625, 0.9999999999999613
isomorphic_graphs/7.mtx, 0.03, 37.98275227446902, 25.13075765736619, 1.0000000000000029, 842.1630859375, 1.0000000000000029
isomorphic_graphs/7.mtx, 0.04, 33.936334572934285, 20.521309548484712, 1.0000000000000033, 733.7646484375, 1.0000000000000033
isomorphic_graphs/7.mtx, 0.05, 31.579660239850146, 17.48363403815554, 0.9999999999999923, 672.9736328125, 0.9999999999999923
isomorphic_graphs/7.mtx, 0.06, 30.05833181373236, 15.345195070744166, 1.0000000000000102, 635.498046875, 1.0000000000000102
isomorphic_graphs/7.mtx, 0.07, 29.002574976701645, 13.754056874734259, 0.9999999999999974, 610.7177734375, 0.9999999999999974
isomorphic_graphs/7.mtx, 0.08, 28.22802568319542, 12.49631490783202, 0.9999999999999779, 593.505859375, 0.9999999999999779
isomorphic_graphs/7.mtx, 0.09, 27.634022901151518, 11.45925645917945, 1.000000000000005, 580.810546875, 1.000000000000005
isomorphic_graphs/7.mtx, 0.1, 27.16209704118969, 10.58241338321182, 0.9999999999999781, 571.2890625, 0.9999999999999781
isomorphic_graphs/7.mtx, 0.11, 26.77671422720845, 9.829336731081728, 1.0000000000000093, 563.96484375, 1.0000000000000093
isomorphic_graphs/7.mtx, 0.12, 26.455476534254252, 9.167422086480382, 0.9999999999999917, 557.9833984375, 0.9999999999999917
isomorphic_graphs/7.mtx, 0.13, 26.183786424591048, 8.578650146255423, 0.9999999999999961, 553.22265625, 0.9999999999999961
isomorphic_graphs/7.mtx, 0.14, 25.95179733739239, 8.051485652809498, 0.9999999999999866, 549.31640625, 0.9999999999999866
isomorphic_graphs/7.mtx, 0.15, 25.75261039873298, 7.577873503271173, 1.0000000000000029, 546.0205078125, 1.0000000000000029
isomorphic_graphs/7.mtx, 0.16, 25.581182959928157, 7.150707324413006, 0.9999999999999991, 543.212890625, 0.9999999999999991
isomorphic_graphs/7.mtx, 0.17, 25.433657934668695, 6.763190458776511, 0.9999999999999943, 541.015625, 0.9999999999999943
isomorphic_graphs/7.mtx, 0.18, 25.30694799260106, 6.4098139764185325, 0.9999999999999978, 539.0625, 0.9999999999999978
isomorphic_graphs/7.mtx, 0.19, 25.198476653146805, 6.084947769969097, 0.9999999999999888, 537.59765625, 0.9999999999999888
isomorphic_graphs/7.mtx, 0.2, 25.106016964142107, 5.784875212501097, 0.9999999999999973, 536.376953125, 0.9999999999999973
isomorphic_graphs/7.mtx, 0.21, 25.027591191879523, 5.506665247935103, 0.999999999999994, 535.400390625, 0.999999999999994
isomorphic_graphs/7.mtx, 0.22, 24.96140869186856, 5.248223727424231, 0.9999999999999861, 534.5458984375, 0.9999999999999861
isomorphic_graphs/7.mtx, 0.23, 24.905827596733094, 5.011778556819224, 0.9999999999999902, 534.0576171875, 0.9999999999999902
isomorphic_graphs/7.mtx, 0.24, 24.859331247361503, 4.79379157844299, 0.9999999999999934, 533.5693359375, 0.9999999999999934
isomorphic_graphs/7.mtx, 0.25, 24.82051363015231, 4.589108062699221, 1.0000000000000044, 533.3251953125, 1.0000000000000044
isomorphic_graphs/7.mtx, 0.26, 24.788070201679705, 4.395678390330056, 1.0000000000000087, 533.0810546875, 1.0000000000000087
