graph, omega, integrated_populations, integrated_coherences, final_sink_pop, time, t2_population 
isomorphic_graphs/5.mtx, 0.0, 180.99637421300193, 365.94320991377907, 0.979014441017366, 0, 0.9999999999999944
isomorphic_graphs/5.mtx, 0.01, 19.504540355277925, 31.477927462830447, 0.9999999999999932, 1006.34765625, 0.9999999999999932
isomorphic_graphs/5.mtx, 0.02, 14.546490636366062, 20.030595225062424, 1.000000000000011, 570.9228515625, 1.000000000000011
isomorphic_graphs/5.mtx, 0.03, 12.817065064484034, 15.330007798623532, 1.0000000000000009, 425.4150390625, 1.0000000000000009
isomorphic_graphs/5.mtx, 0.04, 11.95797075738653, 12.617909060117642, 0.9999999999999951, 356.8115234375, 0.9999999999999951
isomorphic_graphs/5.mtx, 0.05, 11.46865401745781, 10.806658768167637, 0.9999999999999912, 319.091796875, 0.9999999999999912
isomorphic_graphs/5.mtx, 0.06, 11.174800325063103, 9.49493755952535, 0.9999999999999972, 296.5087890625, 0.9999999999999972
isomorphic_graphs/5.mtx, 0.07, 10.998441757074692, 8.498314373799104, 0.9999999999999918, 282.3486328125, 0.9999999999999918
isomorphic_graphs/5.mtx, 0.08, 10.898805127855237, 7.717738989282591, 0.9999999999999801, 273.0712890625, 0.9999999999999801
isomorphic_graphs/5.mtx, 0.09, 10.852123264050807, 7.089143416432497, 1.0000000000000038, 266.9677734375, 1.0000000000000038
isomorphic_graphs/5.mtx, 0.1, 10.843383051318758, 6.574311421394279, 0.9999999999999977, 262.939453125, 0.9999999999999977
isomorphic_graphs/5.mtx, 0.11, 10.862496926942624, 6.146215752703452, 1.0000000000000067, 260.25390625, 1.0000000000000067
isomorphic_graphs/5.mtx, 0.12, 10.902350476390016, 5.785216766552407, 1.0000000000000082, 258.6669921875, 1.0000000000000082
isomorphic_graphs/5.mtx, 0.13, 10.957730558549503, 5.4770638865458565, 1.0000000000000175, 257.6904296875, 1.0000000000000175
isomorphic_graphs/5.mtx, 0.14, 11.02470062206283, 5.206756590090579, 0.9999999999999987, 257.32421875, 0.9999999999999987
isomorphic_graphs/5.mtx, 0.15, 11.100217912747787, 4.965033178707757, 0.9999999999999981, 257.2021484375, 0.9999999999999981
isomorphic_graphs/5.mtx, 0.16, 11.181888416394566, 4.746125474210972, 0.9999999999999977, 257.568359375, 0.9999999999999977
isomorphic_graphs/5.mtx, 0.17, 11.267803646369135, 4.545955346730176, 1.0000000000000229, 257.9345703125, 1.0000000000000229
isomorphic_graphs/5.mtx, 0.18, 11.356427868753794, 4.361604922016928, 1.0000000000000204, 258.544921875, 1.0000000000000204
isomorphic_graphs/5.mtx, 0.19, 11.446517436145424, 4.19061689289659, 0.9999999999999968, 259.27734375, 0.9999999999999968
isomorphic_graphs/5.mtx, 0.2, 11.537061199038671, 4.030350863998955, 0.9999999999999981, 260.009765625, 0.9999999999999981
isomorphic_graphs/5.mtx, 0.21, 11.627235186356742, 3.8791150161380052, 0.9999999999999998, 260.8642578125, 0.9999999999999998
